sku,store,attribute_set,type,categories,created_at,description,glass_color,glass_cutouts,glass_height,glass_thickness,glass_width,handle_style,hardware_depth,hardware_finish,hardware_length,hardware_orientation,has_options,hinge_orientation,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,options_container,page_layout,panel_count,panel_type,price,required_options,seal_color,seal_length,seal_type,short_description,shower_depth_max,shower_depth_min,shower_layout,shower_length_max,shower_length_min,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image
PRO-BEA-01-CH,default,Shower Supports,simple,Shower Hardware/Supports,2015-05-20T09:54:04-06:00,Glass Support Beam - Chrome,,,,,,,,,,,0,,,,,,,,,,,Use config,Use config,Glass Support Beam - Chrome,,Product Info Column,,,,49,0,,,,Glass Support Beam - Chrome,,,,,,,,,,,Enabled,Taxable Goods,,,5/20/2015 15:54:04,glass-support-beam-chrome,glass-support-beam-chrome.html,"Catalog, Search",3,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-01-ORB,default,Shower Supports,simple,Shower Hardware/Supports,2015-05-20T09:54:04-06:00,Glass Support Beam - Oil Rubbed Bronze,,,,,,,,,,,0,,,,,,,,,,,Use config,Use config,Glass Support Beam - Oil Rubbed Bronze,,Product Info Column,,,,49,0,,,,Glass Support Beam - Oil Rubbed Bronze,,,,,,,,,,,Enabled,Taxable Goods,,,5/20/2015 15:54:04,glass-support-beam-oil-rubbed-bronze,glass-support-beam-oil-rubbed-bronze.html,"Catalog, Search",3,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-02-BN,default,Shower Supports,simple,Shower Hardware/Supports,2015-05-20T09:54:04-06:00,Corner Sleeve Over Clamp - Brushed Nickel,,,,,,,,,,,0,,,,,,,,,,,Use config,Use config,Corner Sleeve Over Clamp - Brushed Nickel,,Product Info Column,,,,22.95,0,,,,Corner Sleeve Over Clamp - Brushed Nickel,,,,,,,,,,,Enabled,Taxable Goods,,,5/20/2015 15:54:04,corner-sleeve-over-clamp-brushed-nickel,corner-sleeve-over-clamp-brushed-nickel.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-02-CH,default,Shower Supports,simple,Shower Hardware/Supports,2015-05-20T09:54:04-06:00,Corner Sleeve Over Clamp - Chrome,,,,,,,,,,,0,,,,,,,,,,,Use config,Use config,Corner Sleeve Over Clamp - Chrome,,Product Info Column,,,,22.95,0,,,,Corner Sleeve Over Clamp - Chrome,,,,,,,,,,,Enabled,Taxable Goods,,,5/20/2015 15:54:04,corner-sleeve-over-clamp-chrome,corner-sleeve-over-clamp-chrome.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-02-ORB,default,Shower Supports,simple,Shower Hardware/Supports,2015-05-20T09:54:04-06:00,Corner Sleeve Over Clamp - Oil Rubbed Bronze,,,,,,,,,,,0,,,,,,,,,,,Use config,Use config,Corner Sleeve Over Clamp - Oil Rubbed Bronze,,Product Info Column,,,,25.95,0,,,,Corner Sleeve Over Clamp - Oil Rubbed Bronze,,,,,,,,,,,Enabled,Taxable Goods,,,5/20/2015 15:54:05,corner-sleeve-over-clamp-oil-rubbed-bronze,corner-sleeve-over-clamp-oil-rubbed-bronze.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-03-BN-L,default,Shower Supports,simple,Shower Hardware/Supports,2015-05-20T09:54:05-06:00,Wall Sleeve Over Clamp - Left - Brushed Nickel,,,,,,,,,,,0,,,,,,,,,,,Use config,Use config,Wall Sleeve Over Clamp - Left - Brushed Nickel,,Product Info Column,,,,22.95,0,,,,Wall Sleeve Over Clamp - Left - Brushed Nickel,,,,,,,,,,,Enabled,Taxable Goods,,,5/20/2015 15:54:05,wall-sleeve-over-clamp-left-brushed-nickel,wall-sleeve-over-clamp-left-brushed-nickel.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-03-CH-L,default,Shower Supports,simple,Shower Hardware/Supports,2015-05-20T09:54:05-06:00,Wall Sleeve Over Clamp - Left - Chrome,,,,,,,,,,,0,,,,,,,,,,,Use config,Use config,Wall Sleeve Over Clamp - Left - Chrome,,Product Info Column,,,,22.95,0,,,,Wall Sleeve Over Clamp - Left - Chrome,,,,,,,,,,,Enabled,Taxable Goods,,,5/20/2015 15:54:05,wall-sleeve-over-clamp-left-chrome,wall-sleeve-over-clamp-left-chrome.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-03-ORB-L,default,Shower Supports,simple,Shower Hardware/Supports,2015-05-20T09:54:05-06:00,Wall Sleeve Over Clamp - Left - Oil Rubbed Bronze,,,,,,,,,,,0,,,,,,,,,,,Use config,Use config,Wall Sleeve Over Clamp - Left - Oil Rubbed Bronze,,Product Info Column,,,,25.95,0,,,,Wall Sleeve Over Clamp - Left - Oil Rubbed Bronze,,,,,,,,,,,Enabled,Taxable Goods,,,5/20/2015 15:54:05,wall-sleeve-over-clamp-left-oil-rubbed-bronze,wall-sleeve-over-clamp-left-oil-rubbed-bronze.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-03-BN-R,default,Shower Supports,simple,Shower Hardware/Supports,2015-05-20T09:54:05-06:00,Wall Sleeve Over Clamp - Right - Brushed Nickel,,,,,,,,,,,0,,,,,,,,,,,Use config,Use config,Wall Sleeve Over Clamp - Right - Brushed Nickel,,Product Info Column,,,,22.95,0,,,,Wall Sleeve Over Clamp - Right - Brushed Nickel,,,,,,,,,,,Enabled,Taxable Goods,,,5/20/2015 15:54:05,wall-sleeve-over-clamp-right-brushed-nickel,wall-sleeve-over-clamp-right-brushed-nickel.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-03-CH-R,default,Shower Supports,simple,Shower Hardware/Supports,2015-05-20T09:54:05-06:00,Wall Sleeve Over Clamp - Right - Chrome,,,,,,,,,,,0,,,,,,,,,,,Use config,Use config,Wall Sleeve Over Clamp - Right - Chrome,,Product Info Column,,,,22.95,0,,,,Wall Sleeve Over Clamp - Right - Chrome,,,,,,,,,,,Enabled,Taxable Goods,,,5/20/2015 15:54:05,wall-sleeve-over-clamp-right-chrome,wall-sleeve-over-clamp-right-chrome.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-BEA-03-ORB-R,default,Shower Supports,simple,Shower Hardware/Supports,2015-05-20T09:54:05-06:00,Wall Sleeve Over Clamp - Right - Oil Rubbed Bronze,,,,,,,,,,,0,,,,,,,,,,,Use config,Use config,Wall Sleeve Over Clamp - Right - Oil Rubbed Bronze,,Product Info Column,,,,25.95,0,,,,Wall Sleeve Over Clamp - Right - Oil Rubbed Bronze,,,,,,,,,,,Enabled,Taxable Goods,,,5/20/2015 15:54:05,wall-sleeve-over-clamp-right-oil-rubbed-bronze,wall-sleeve-over-clamp-right-oil-rubbed-bronze.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-KIT-1,default,Default,simple,Shower Hardware/Installation,2015-05-20T09:54:05-06:00,Prosto Installation Kit,,,,,,,,,,,0,,/PRO-KIT-1/img_1561.jpg,,,/PRO-KIT-1/img_1561.jpg;/PRO-KIT-1/img_1561.jpg;/PRO-KIT-1/img_1561.jpg,,,,,,Use config,Use config,Prosto Installation Kit,,Product Info Column,,,,9.95,0,,,,Prosto Installation Kit,,,,,,/PRO-KIT-1/img_1561.jpg,,,,,Enabled,Taxable Goods,/PRO-KIT-1/img_1561.jpg,,5/20/2015 23:11:16,prosto-installation-kit,prosto-installation-kit.html,"Catalog, Search",2,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRL-SIL,default,Default,simple,Shower Hardware/Installation,2015-05-20T09:54:05-06:00,CRL Silicone,,,,,,,,,,,0,,/CRL-SIL/img_1562.jpg,,,/CRL-SIL/img_1562.jpg;/CRL-SIL/img_1562.jpg;/CRL-SIL/img_1562.jpg,,,,,,Use config,Use config,CRL Silicone,,Product Info Column,,,,6.99,0,,,,CRL Silicone,,,,,,/CRL-SIL/img_1562.jpg,,,,,Enabled,Taxable Goods,/CRL-SIL/img_1562.jpg,,5/20/2015 23:10:44,crl-silicone,crl-silicone.html,"Catalog, Search",3,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-CUS-15,default,Shower Glass,simple,Shower Glass/C Panels,2015-05-20T09:54:05-06:00,Custom Shower Glass - C Panel - Less Than 15 sf,,Custom,Custom,0.375,Custom,,,,,,0,,,,,,,,,,,Use config,Use config,Custom Shower Glass - C Panel - Less Than 15 sf,,Product Info Column,,,,290,0,,,,Custom Shower Glass - C Panel - Less Than 15 sf,,,,,,,,,,,Enabled,Taxable Goods,,,5/20/2015 15:54:05,custom-shower-glass-c-panel-less-than-15-sf,custom-shower-glass-c-panel-less-than-15-sf.html,"Catalog, Search",75,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-CUS-16,default,Shower Glass,simple,Shower Glass/C Panels,2015-05-20T09:54:06-06:00,Custom Shower Glass - C Panel - Less Than 16 sf,,Custom,Custom,0.375,Custom,,,,,,0,,,,,,,,,,,Use config,Use config,Custom Shower Glass - C Panel - Less Than 16 sf,,Product Info Column,,,,325,0,,,,Custom Shower Glass - C Panel - Less Than 16 sf,,,,,,,,,,,Enabled,Taxable Goods,,,5/20/2015 15:54:06,custom-shower-glass-c-panel-less-than-16-sf,custom-shower-glass-c-panel-less-than-16-sf.html,"Catalog, Search",80,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-CUS-18,default,Shower Glass,simple,Shower Glass/C Panels,2015-05-20T09:54:06-06:00,Custom Shower Glass - C Panel - Less Than 18 sf,,Custom,Custom,0.375,Custom,,,,,,0,,,,,,,,,,,Use config,Use config,Custom Shower Glass - C Panel - Less Than 18 sf,,Product Info Column,,,,365,0,,,,Custom Shower Glass - C Panel - Less Than 18 sf,,,,,,,,,,,Enabled,Taxable Goods,,,5/20/2015 15:54:06,custom-shower-glass-c-panel-less-than-18-sf,custom-shower-glass-c-panel-less-than-18-sf.html,"Catalog, Search",90,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-CUS-20,default,Shower Glass,simple,Shower Glass/C Panels,2015-05-20T09:54:06-06:00,Custom Shower Glass - C Panel - Less Than 20 sf,,Custom,Custom,0.375,Custom,,,,,,0,,,,,,,,,,,Use config,Use config,Custom Shower Glass - C Panel - Less Than 20 sf,,Product Info Column,,,,400,0,,,,Custom Shower Glass - C Panel - Less Than 20 sf,,,,,,,,,,,Enabled,Taxable Goods,,,5/20/2015 15:54:06,custom-shower-glass-c-panel-less-than-20-sf,custom-shower-glass-c-panel-less-than-20-sf.html,"Catalog, Search",100,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-CUS-22,default,Shower Glass,simple,Shower Glass/C Panels,2015-05-20T09:54:06-06:00,Custom Shower Glass - C Panel - Less Than 22 sf,,Custom,Custom,0.375,Custom,,,,,,0,,,,,,,,,,,Use config,Use config,Custom Shower Glass - C Panel - Less Than 22 sf,,Product Info Column,,,,400,0,,,,Custom Shower Glass - C Panel - Less Than 22 sf,,,,,,,,,,,Enabled,Taxable Goods,,,5/20/2015 15:54:06,custom-shower-glass-c-panel-less-than-22-sf,custom-shower-glass-c-panel-less-than-22-sf.html,"Catalog, Search",110,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRO-CUS-26,default,Shower Glass,simple,Shower Glass/C Panels,2015-05-20T09:54:06-06:00,Custom Shower Glass - C Panel - Less Than 26 sf,,Custom,Custom,0.375,Custom,,,,,,0,,,,,,,,,,,Use config,Use config,Custom Shower Glass - C Panel - Less Than 26 sf,,Product Info Column,,,,475,0,,,,Custom Shower Glass - C Panel - Less Than 26 sf,,,,,,,,,,,Enabled,Taxable Goods,,,5/20/2015 15:54:06,custom-shower-glass-c-panel-less-than-26-sf,custom-shower-glass-c-panel-less-than-26-sf.html,"Catalog, Search",130,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRL-SEA-35,default,Default,simple,Shower Hardware/Installation,2015-05-20T09:58:00-06:00,CRL Glass Sealer 3.5oz,,,,,,,,,,,0,,no_selection,,,/CRL-SEA-35/img_1673.jpg,,,,,,Use config,Use config,CRL Glass Sealer 3.5oz,,Product Info Column,,,,11.95,0,,,,CRL Glass Sealer 3.5oz,,,,,,no_selection,,,,,Enabled,Taxable Goods,no_selection,,6/1/2015 20:24:15,crl-glass-sealer-3-5oz,crl-glass-sealer-3-5oz.html,"Catalog, Search",0.64,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR-CAL-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T14:15:06-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Calcatta Marble Slab in 3 cm,,,,,,23.69,0,,,,Calcatta Marble,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:31,calcatta-marble-slab-in-3-cm,calcatta-marble-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-BIA-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Bianco Antique Granite Slab in 3 cm,,,,,,11.19,0,,,,Bianco Antique Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:30,bianco-antique-granite-slab-in-3-cm,bianco-antique-granite-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-BID-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Bianco Delicatus Granite Slab in 3 cm,,,,,,11.19,0,,,,Bianco Delicatus Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:30,bianco-delicatus-granite-slab-in-3-cm,bianco-delicatus-granite-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-BIR-2CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Bianco Romano Granite Slab in 2 cm,,,,,,6.19,0,,,,Bianco Romano Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:30,bianco-romano-granite-slab-in-2-cm,bianco-romano-granite-slab-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-BLA-2CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Black Galaxy Granite Slab in 2 cm,,,,,,6.19,0,,,,Black Galaxy Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:30,black-galaxy-granite-slab-in-2-cm,black-galaxy-granite-slab-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-BOR-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Bordeaux River Granite Slab in 3 cm,,,,,,11.19,0,,,,Bordeaux River Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:30,bordeaux-river-granite-slab-in-3-cm,bordeaux-river-granite-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-CHO-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Choco Yellow Granite Slab in 3 cm,,,,,,11.19,0,,,,Choco Yellow Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:30,choco-yellow-granite-slab-in-3-cm,choco-yellow-granite-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-COL-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Colonial Gold Granite Slab in 3 cm,,,,,,8.69,0,,,,Colonial Gold Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:30,colonial-gold-granite-slab-in-3-cm,colonial-gold-granite-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-DEE-2CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Deep Blue Pearl Granite Slab in 2 cm,,,,,,6.88,0,,,,Deep Blue Pearl Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:30,deep-blue-pearl-granite-slab-in-2-cm,deep-blue-pearl-granite-slab-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-DEE-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Deep Blue Pearl Granite Slab in 3 cm,,,,,,8.69,0,,,,Deep Blue Pearl Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:30,deep-blue-pearl-granite-slab-in-3-cm,deep-blue-pearl-granite-slab-in-3-cm.html,Not Visible Individually,,939,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-GIA-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Giallo Ornamental Granite Slab in 3 cm,,,,,,8.69,0,,,,Giallo Ornamental Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:30,giallo-ornamental-granite-slab-in-3-cm,giallo-ornamental-granite-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-IMP-2CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Imperial White Granite Slab in 2 cm,,,,,,4.38,0,,,,Imperial White Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:30,imperial-white-granite-slab-in-2-cm,imperial-white-granite-slab-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-MIN-2CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Mint Brown Granite Slab in 2 cm,,,,,,4.38,0,,,,Mint Brown Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:30,mint-brown-granite-slab-in-2-cm,mint-brown-granite-slab-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-NEW-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,New Caledonia Granite Slab in 3 cm,,,,,,8.69,0,,,,New Caledonia Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:30,new-caledonia-granite-slab-in-3-cm,new-caledonia-granite-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-RED-2CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Red Stream Granite Slab in 2 cm,,,,,,6.19,0,,,,Red Stream Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:31,red-stream-granite-slab-in-2-cm,red-stream-granite-slab-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-RUS-2CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Rusty Sand Granite Slab in 2 cm,,,,,,4.38,0,,,,Rusty Sand Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:31,rusty-sand-granite-slab-in-2-cm,rusty-sand-granite-slab-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-STE-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Steel Black Granite Slab in 3 cm,,,,,,6.19,0,,,,Steel Black Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:31,steel-black-granite-slab-in-3-cm,steel-black-granite-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-TAN-2CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Tan Brown Granite Slab in 2 cm,,,,,,6.19,0,,,,Tan Brown Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:31,tan-brown-granite-slab-in-2-cm,tan-brown-granite-slab-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-TIB-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Titanium Black Granite Slab in 3 cm,,,,,,11.19,0,,,,Titanium Black Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:31,titanium-black-granite-slab-in-3-cm,titanium-black-granite-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-UBA-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Uba Tuba Granite Slab in 3 cm,,,,,,8.69,0,,,,Uba Tuba Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:31,uba-tuba-granite-slab-in-3-cm,uba-tuba-granite-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-WHI-2CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:48-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,White Tiger Granite Slab in 2 cm,,,,,,4.38,0,,,,White Tiger Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:31,white-tiger-granite-slab-in-2-cm,white-tiger-granite-slab-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-WHI-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:49-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,White Tiger Granite Slab in 3 cm,,,,,,6.19,0,,,,White Tiger Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:31,white-tiger-granite-slab-in-3-cm,white-tiger-granite-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRA-WIC-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:49-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,White Ice Granite Slab in 3 cm,,,,,,8.69,0,,,,White Ice Granite,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:31,white-ice-granite-slab-in-3-cm,white-ice-granite-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR-ARA-3CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:49-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Arabescus Marble Slab in 3 cm,,,,,,11.19,0,,,,Arabescus Marble,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:31,arabescus-marble-slab-in-3-cm,arabescus-marble-slab-in-3-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR-EGY-2CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:49-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,Egyptian Marble Slab in 2 cm,,,,,,6.88,0,,,,Egyptian Marble,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:31,egyptian-marble-slab-in-2-cm,egyptian-marble-slab-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR-WHI-2CM-SLAB,default,Vanity Slabs,simple,Vanity Tops/Slabs,2015-05-22T15:02:49-06:00,,,,,,,,,,,,0,,,,,,,,,,,,,White Marble Slab in 2 cm,,,,,,6.88,0,,,,White Marble,,,,,,,,,,,Enabled,Taxable Goods,,,5/22/2015 21:42:31,white-marble-slab-in-2-cm,white-marble-slab-in-2-cm.html,Not Visible Individually,,1000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
